rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
66,Jason Aldean,Gonna Know We Were Here,65,62,10,2016-01-02
67,Gwen Stefani,Used To Love You,56,52,5,2016-01-02
68,DLOW,Do It Like Me,60,45,6,2016-01-02
69,Cole Swindell,You Should Be Here,-,69,1,2016-01-02
70,Drake & Future,Big Rings,64,52,13,2016-01-02
71,Jana Kramer,I Got The Boy,71,71,10,2016-01-02
72,Jordan Smith,Climb Every Mountain,-,72,1,2016-01-02
73,LOCASH,I Love This Life,74,73,8,2016-01-02
74,Drake,Back To Back,66,21,20,2016-01-02
75,Rudimental Featuring Ed Sheeran,Lay It All On Me,58,48,11,2016-01-02
76,Tim McGraw,Top Of The World,73,73,10,2016-01-02
77,Rachel Platten,Stand By You,61,61,5,2016-01-02
78,Young Thug,Best Friend,72,72,4,2016-01-02
79,Fall Out Boy,Irresistible,84,77,5,2016-01-02
80,Halsey,New Americana,82,80,12,2016-01-02
81,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,$ave Dat Money,87,71,8,2016-01-02
82,Justin Bieber Featuring Halsey,The Feeling,70,31,5,2016-01-02
83,Ty Dolla $ign Featuring Future & Rae Sremmurd,Blase,81,63,14,2016-01-02
84,Rae Sremmurd,Come Get Her,79,56,14,2016-01-02
85,Dan + Shay,Nothin' Like You,69,51,19,2016-01-02
86,Andy Grammer,Good To Be Alive (Hallelujah),-,86,1,2016-01-02
87,Kelsea Ballerini,Dibs,86,86,7,2016-01-02
88,Luke Bryan,Strip It Down,80,30,20,2016-01-02
89,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",Downtown,76,12,17,2016-01-02
90,Jordan Smith & Adam Levine,God Only Knows,-,90,1,2016-01-02
91,Granger Smith,Backroad Song,93,91,2,2016-01-02
92,Dawin,Dessert,89,89,2,2016-01-02
93,Big Sean Featuring Chris Brown & Ty Dolla $ign,Play No Games,92,84,7,2016-01-02
94,Drake,Right Hand,88,58,14,2016-01-02
95,Bryson Tiller,Sorry Not Sorry,-,95,1,2016-01-02
96,Zac Brown Band,Beautiful Drug,100,95,4,2016-01-02
97,Carrie Underwood,Smoke Break,83,43,17,2016-01-02
98,Tori Kelly,Hollow,-,98,1,2016-01-02
99,Jordan Smith,Somebody To Love,21,21,2,2016-01-02
100,Justin Bieber,Purpose,85,43,5,2016-01-02
1,Adele,Hello,1,1,9,2016-01-09
2,Justin Bieber,Sorry,2,2,9,2016-01-09
3,Justin Bieber,Love Yourself,4,3,6,2016-01-09
4,Drake,Hotline Bling,3,2,21,2016-01-09
5,Justin Bieber,What Do You Mean?,5,1,17,2016-01-09
6,Selena Gomez,Same Old Love,6,6,15,2016-01-09
7,Alessia Cara,Here,8,7,21,2016-01-09
8,Shawn Mendes,Stitches,9,4,31,2016-01-09
9,The Weeknd,The Hills,7,1,31,2016-01-09
10,Meghan Trainor Featuring John Legend,Like I'm Gonna Lose You,10,8,25,2016-01-09
11,Mariah Carey,All I Want For Christmas Is You,18,11,14,2016-01-09
12,Drake & Future,Jumpman,13,12,14,2016-01-09
13,twenty one pilots,Stressed Out,19,13,14,2016-01-09
14,Fetty Wap Featuring Remy Boyz,679,11,4,26,2016-01-09
15,The Weeknd,In The Night,12,12,7,2016-01-09
16,Travis Scott,Antidote,16,16,16,2016-01-09
17,Ellie Goulding,On My Mind,14,13,14,2016-01-09
18,Bryson Tiller,Don't,20,18,13,2016-01-09
19,Silento,Watch Me,27,3,44,2016-01-09
20,The Chainsmokers Featuring Rozes,Roses,26,20,10,2016-01-09
21,The Weeknd,Can't Feel My Face,15,1,29,2016-01-09
22,Taylor Swift,Wildest Dreams,23,5,18,2016-01-09
23,Elle King,Ex's & Oh's,17,10,25,2016-01-09
24,Post Malone,White Iverson,22,22,16,2016-01-09
25,Thomas Rhett,Die A Happy Man,21,21,14,2016-01-09
26,Tory Lanez,Say It,28,26,10,2016-01-09
27,Demi Lovato,Confident,30,21,12,2016-01-09
28,Major Lazer & DJ Snake Featuring MO,Lean On,25,4,38,2016-01-09
29,Fetty Wap,Trap Queen,31,2,49,2016-01-09
30,Brenda Lee,Rockin' Around The Christmas Tree,38,14,15,2016-01-09
31,One Direction,Perfect,32,10,10,2016-01-09
32,Sam Hunt,Break Up In A Small Town,34,32,12,2016-01-09
33,Shawn Mendes & Camila Cabello,I Know What You Did Last Summer,46,33,6,2016-01-09
34,iLoveMemphis,Hit The Quan,52,15,19,2016-01-09
35,Ariana Grande,Focus,33,7,8,2016-01-09
36,G-Eazy x Bebe Rexha,"Me, Myself & I",40,36,8,2016-01-09
37,Flo Rida,My House,51,37,7,2016-01-09
38,Nat King Cole,The Christmas Song (Merry Christmas To You),-,38,7,2016-01-09
39,Selena Gomez,Hands To Myself,62,39,3,2016-01-09
40,J. Cole,No Role Modelz,36,36,19,2016-01-09
41,Wiz Khalifa Featuring Charlie Puth,See You Again,42,1,42,2016-01-09
42,Daya,Hide Away,41,41,14,2016-01-09
43,DNCE,Cake By The Ocean,47,43,10,2016-01-09
44,Fetty Wap,Again,45,33,20,2016-01-09
45,Future Featuring Drake,Where Ya At,35,28,23,2016-01-09
46,R. City Featuring Adam Levine,Locked Away,37,6,23,2016-01-09
47,Bobby Helms,Jingle Bell Rock,-,35,16,2016-01-09
48,DLOW,Do It Like Me,68,45,7,2016-01-09
49,Skrillex & Diplo With Justin Bieber,Where Are U Now,39,8,43,2016-01-09
50,Cam,Burning House,29,29,24,2016-01-09
51,Bryson Tiller,Exchange,48,48,9,2016-01-09
52,Yo Gotti Featuring Nicki Minaj,Down In The DM,57,52,4,2016-01-09
53,Chris Brown,Back To Sleep,64,53,2,2016-01-09
54,Adele,When We Were Young,55,22,5,2016-01-09
55,Coldplay,Adventure Of A Lifetime,44,39,7,2016-01-09
56,DeJ Loaf Featuring Big Sean,Back Up,53,47,12,2016-01-09
57,Charlie Puth,One Call Away,60,57,4,2016-01-09
58,Missy Elliott Featuring Pharrell Williams,WTF (Where They From),54,22,7,2016-01-09
59,Justin Bieber,I'll Show You,59,19,8,2016-01-09
60,Luke Bryan Featuring Karen Fairchild,Home Alone Tonight,61,60,5,2016-01-09
61,Drake & Future,Big Rings,70,52,14,2016-01-09
62,Nelly Featuring Jeremih,The Fix,65,62,13,2016-01-09
63,Young Thug,Best Friend,78,63,5,2016-01-09
64,Brothers Osborne,Stay A Little Longer,58,58,12,2016-01-09
65,Jason Aldean,Gonna Know We Were Here,66,62,11,2016-01-09
66,Rachel Platten,Stand By You,77,61,6,2016-01-09
67,Gwen Stefani,Used To Love You,67,52,6,2016-01-09
68,Fall Out Boy,Irresistible,79,68,6,2016-01-09
69,Jana Kramer,I Got The Boy,71,69,11,2016-01-09
70,LOCASH,I Love This Life,73,70,9,2016-01-09
71,Halsey,New Americana,80,71,13,2016-01-09
72,Cole Swindell,You Should Be Here,69,69,2,2016-01-09
73,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,$ave Dat Money,81,71,9,2016-01-09
74,Blake Shelton,Gonna,63,54,15,2016-01-09
75,Dawin,Dessert,92,75,3,2016-01-09
76,Rae Sremmurd,Come Get Her,84,56,15,2016-01-09
77,Chris Brown,Liquor,-,60,16,2016-01-09
78,Rudimental Featuring Ed Sheeran,Lay It All On Me,75,48,12,2016-01-09
79,Drake,Right Hand,94,58,15,2016-01-09
80,Chris Brown,Zero,-,80,1,2016-01-09
81,Lindsey Stirling,Hallelujah,-,81,1,2016-01-09
82,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",Downtown,89,12,18,2016-01-09
83,Andy Grammer,Good To Be Alive (Hallelujah),86,83,2,2016-01-09
84,Justin Bieber Featuring Halsey,The Feeling,82,31,6,2016-01-09
85,Tim McGraw,Top Of The World,76,73,11,2016-01-09
86,Fetty Wap,RGF Island,-,57,11,2016-01-09
87,Ty Dolla $ign Featuring Future & Rae Sremmurd,Blase,83,63,15,2016-01-09
88,Granger Smith,Backroad Song,91,88,3,2016-01-09
89,J Balvin,Ginza,-,84,12,2016-01-09
90,Bryson Tiller,Sorry Not Sorry,95,90,2,2016-01-09
91,Chris Brown,Little More (Royalty),-,91,1,2016-01-09
92,Zac Brown Band,Beautiful Drug,96,92,5,2016-01-09
93,Big Sean Featuring Chris Brown & Ty Dolla $ign,Play No Games,93,84,8,2016-01-09
94,Kevin Gates,Really Really,-,94,1,2016-01-09
95,Justin Bieber,Purpose,100,43,6,2016-01-09
96,Tori Kelly,Hollow,98,96,2,2016-01-09
97,Kelsea Ballerini,Dibs,87,86,8,2016-01-09
98,James Bay,Let It Go,-,98,1,2016-01-09
99,Future,Stick Talk,-,99,1,2016-01-09
100,Jason Derulo,Get Ugly,-,100,1,2016-01-09
1,Adele,Hello,1,1,10,2016-01-16
2,Justin Bieber,Sorry,2,2,10,2016-01-16
3,Justin Bieber,Love Yourself,3,3,7,2016-01-16
4,Drake,Hotline Bling,4,2,22,2016-01-16
5,Justin Bieber,What Do You Mean?,5,1,18,2016-01-16
6,Shawn Mendes,Stitches,8,4,32,2016-01-16
7,Selena Gomez,Same Old Love,6,6,16,2016-01-16
8,Alessia Cara,Here,7,7,22,2016-01-16
9,twenty one pilots,Stressed Out,13,9,15,2016-01-16
10,Meghan Trainor Featuring John Legend,Like I'm Gonna Lose You,10,8,26,2016-01-16
11,The Weeknd,The Hills,9,1,32,2016-01-16
12,Fetty Wap Featuring Remy Boyz,679,14,4,27,2016-01-16
13,Drake & Future,Jumpman,12,12,15,2016-01-16
14,Elle King,Ex's & Oh's,23,10,26,2016-01-16
15,Post Malone,White Iverson,24,15,17,2016-01-16
16,Ellie Goulding,On My Mind,17,13,15,2016-01-16
17,Travis Scott,Antidote,16,16,17,2016-01-16
18,Taylor Swift,Wildest Dreams,22,5,19,2016-01-16
19,Silento,Watch Me,19,3,45,2016-01-16
20,The Weeknd,In The Night,15,12,8,2016-01-16
21,Bryson Tiller,Don't,18,18,14,2016-01-16
22,The Chainsmokers Featuring Rozes,Roses,20,20,11,2016-01-16
23,Demi Lovato,Confident,27,21,13,2016-01-16
24,The Weeknd,Can't Feel My Face,21,1,30,2016-01-16
25,Thomas Rhett,Die A Happy Man,25,21,15,2016-01-16
26,One Direction,Perfect,31,10,11,2016-01-16
27,Fetty Wap,Trap Queen,29,2,50,2016-01-16
28,Shawn Mendes & Camila Cabello,I Know What You Did Last Summer,33,28,7,2016-01-16
29,Sam Hunt,Break Up In A Small Town,32,29,13,2016-01-16
30,Wiz Khalifa Featuring Charlie Puth,See You Again,41,1,43,2016-01-16
31,Daya,Hide Away,42,31,15,2016-01-16
32,Tory Lanez,Say It,26,26,11,2016-01-16
33,Major Lazer & DJ Snake Featuring MO,Lean On,28,4,39,2016-01-16
34,Flo Rida,My House,37,34,8,2016-01-16
35,G-Eazy x Bebe Rexha,"Me, Myself & I",36,35,9,2016-01-16
36,Charlie Puth,One Call Away,57,36,5,2016-01-16
37,iLoveMemphis,Hit The Quan,34,15,20,2016-01-16
38,Fetty Wap,Again,44,33,21,2016-01-16
39,Ariana Grande,Focus,35,7,9,2016-01-16
40,R. City Featuring Adam Levine,Locked Away,46,6,24,2016-01-16
41,DNCE,Cake By The Ocean,43,41,11,2016-01-16
42,Selena Gomez,Hands To Myself,39,39,4,2016-01-16
43,J. Cole,No Role Modelz,40,36,20,2016-01-16
44,Cam,Burning House,50,29,25,2016-01-16
45,Future Featuring Drake,Where Ya At,45,28,24,2016-01-16
46,Bryson Tiller,Exchange,51,46,10,2016-01-16
47,Adele,When We Were Young,54,22,6,2016-01-16
48,Yo Gotti Featuring Nicki Minaj,Down In The DM,52,48,5,2016-01-16
49,Skrillex & Diplo With Justin Bieber,Where Are U Now,49,8,44,2016-01-16
50,Rachel Platten,Stand By You,66,50,7,2016-01-16
51,DLOW,Do It Like Me,48,45,8,2016-01-16
52,DeJ Loaf Featuring Big Sean,Back Up,56,47,13,2016-01-16
53,Luke Bryan Featuring Karen Fairchild,Home Alone Tonight,60,53,6,2016-01-16
54,Coldplay,Adventure Of A Lifetime,55,39,8,2016-01-16
55,Fall Out Boy,Irresistible,68,55,7,2016-01-16
56,Jason Aldean,Gonna Know We Were Here,65,56,12,2016-01-16
57,Drake & Future,Big Rings,61,52,15,2016-01-16
58,Justin Bieber,I'll Show You,59,19,9,2016-01-16
59,Chris Brown,Back To Sleep,53,53,3,2016-01-16
60,Halsey,New Americana,71,60,14,2016-01-16
61,Brothers Osborne,Stay A Little Longer,64,58,13,2016-01-16
62,Andy Grammer,Good To Be Alive (Hallelujah),83,62,3,2016-01-16
63,Missy Elliott Featuring Pharrell Williams,WTF (Where They From),58,22,8,2016-01-16
64,Jana Kramer,I Got The Boy,69,64,12,2016-01-16
65,LOCASH,I Love This Life,70,65,10,2016-01-16
66,Drake,Right Hand,79,58,16,2016-01-16
67,Young Thug,Best Friend,63,63,6,2016-01-16
68,Gwen Stefani,Used To Love You,67,52,7,2016-01-16
69,Nelly Featuring Jeremih,The Fix,62,62,14,2016-01-16
70,Jason Derulo,Get Ugly,100,70,2,2016-01-16
71,Rae Sremmurd,Come Get Her,76,56,16,2016-01-16
72,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",Downtown,82,12,19,2016-01-16
73,Dawin,Dessert,75,73,4,2016-01-16
74,Fetty Wap,RGF Island,86,57,12,2016-01-16
75,Blake Shelton,Gonna,74,54,16,2016-01-16
76,Kelsea Ballerini,Dibs,97,76,9,2016-01-16
77,Bryson Tiller,Sorry Not Sorry,90,77,3,2016-01-16
78,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,$ave Dat Money,73,71,10,2016-01-16
79,Kevin Gates,Really Really,94,79,2,2016-01-16
80,Tori Kelly,Hollow,96,80,3,2016-01-16
81,Zac Brown Band,Beautiful Drug,92,81,6,2016-01-16
82,Granger Smith,Backroad Song,88,82,4,2016-01-16
83,Ty Dolla $ign Featuring Future & Rae Sremmurd,Blase,87,63,16,2016-01-16
84,Tim McGraw,Top Of The World,85,73,12,2016-01-16
85,2 Chainz,Watch Out,-,85,1,2016-01-16
86,Justin Bieber,Purpose,95,43,7,2016-01-16
87,Carrie Underwood,Smoke Break,-,43,18,2016-01-16
88,Rudimental Featuring Ed Sheeran,Lay It All On Me,78,48,13,2016-01-16
89,Chris Brown,Liquor,77,60,17,2016-01-16
90,James Bay,Let It Go,98,90,2,2016-01-16
91,Future,Stick Talk,99,91,2,2016-01-16
92,Eric Church,Mr. Misunderstood,-,92,1,2016-01-16
93,Justin Bieber Featuring Halsey,The Feeling,84,31,7,2016-01-16
94,Keith Urban,Break On Me.,-,94,1,2016-01-16
95,Chris Brown,Zero,80,80,2,2016-01-16
96,Fetty Wap Featuring Monty,Jugg,-,86,6,2016-01-16
97,Cole Swindell,You Should Be Here,72,69,3,2016-01-16
98,Randy Houser,We Went,-,98,2,2016-01-16
99,Florida Georgia Line,Confession,-,99,1,2016-01-16
100,Big Sean Featuring Chris Brown & Ty Dolla $ign,Play No Games,93,84,9,2016-01-16
1,Justin Bieber,Sorry,2,1,11,2016-01-23
2,Adele,Hello,1,1,11,2016-01-23
3,Justin Bieber,Love Yourself,3,3,8,2016-01-23
4,Drake,Hotline Bling,4,2,23,2016-01-23
5,twenty one pilots,Stressed Out,9,5,16,2016-01-23
6,Selena Gomez,Same Old Love,7,6,17,2016-01-23
7,Shawn Mendes,Stitches,6,4,33,2016-01-23
8,Justin Bieber,What Do You Mean?,5,1,19,2016-01-23
9,Alessia Cara,Here,8,7,23,2016-01-23
10,Meghan Trainor Featuring John Legend,Like I'm Gonna Lose You,10,8,27,2016-01-23
11,The Weeknd,The Hills,11,1,33,2016-01-23
12,Drake & Future,Jumpman,13,12,16,2016-01-23
13,The Chainsmokers Featuring Rozes,Roses,22,13,12,2016-01-23
14,Post Malone,White Iverson,15,14,18,2016-01-23
15,Ellie Goulding,On My Mind,16,13,16,2016-01-23
16,The Weeknd,In The Night,20,12,9,2016-01-23
17,Bryson Tiller,Don't,21,17,15,2016-01-23
18,Fetty Wap Featuring Remy Boyz,679,12,4,28,2016-01-23
19,Travis Scott,Antidote,17,16,18,2016-01-23
20,Elle King,Ex's & Oh's,14,10,27,2016-01-23
21,Taylor Swift,Wildest Dreams,18,5,20,2016-01-23
22,Shawn Mendes & Camila Cabello,I Know What You Did Last Summer,28,22,8,2016-01-23
23,Thomas Rhett,Die A Happy Man,25,21,16,2016-01-23
24,The Weeknd,Can't Feel My Face,24,1,31,2016-01-23
25,Demi Lovato,Confident,23,21,14,2016-01-23
26,DNCE,Cake By The Ocean,41,26,12,2016-01-23
27,Silento,Watch Me,19,3,46,2016-01-23
28,One Direction,Perfect,26,10,12,2016-01-23
29,G-Eazy x Bebe Rexha,"Me, Myself & I",35,29,10,2016-01-23
30,Tory Lanez,Say It,32,26,12,2016-01-23
31,Major Lazer & DJ Snake Featuring MO,Lean On,33,4,40,2016-01-23
32,Flo Rida,My House,34,32,9,2016-01-23
33,Daya,Hide Away,31,31,16,2016-01-23
34,Sam Hunt,Break Up In A Small Town,29,29,14,2016-01-23
35,Fetty Wap,Trap Queen,27,2,51,2016-01-23
36,Wiz Khalifa Featuring Charlie Puth,See You Again,30,1,44,2016-01-23
37,Charlie Puth,One Call Away,36,36,6,2016-01-23
38,Rachel Platten,Stand By You,50,38,8,2016-01-23
39,Yo Gotti Featuring Nicki Minaj,Down In The DM,48,39,6,2016-01-23
40,J. Cole,No Role Modelz,43,36,21,2016-01-23
41,Adele,When We Were Young,47,22,7,2016-01-23
42,Selena Gomez,Hands To Myself,42,39,5,2016-01-23
43,Fetty Wap,Again,38,33,22,2016-01-23
44,Bryson Tiller,Exchange,46,44,11,2016-01-23
45,R. City Featuring Adam Levine,Locked Away,40,6,25,2016-01-23
46,Taylor Swift,Out Of The Woods,-,18,3,2016-01-23
47,Future Featuring Drake,Where Ya At,45,28,25,2016-01-23
48,Fall Out Boy,Irresistible,55,48,8,2016-01-23
49,Skrillex & Diplo With Justin Bieber,Where Are U Now,49,8,45,2016-01-23
50,Ariana Grande,Focus,39,7,10,2016-01-23
51,Luke Bryan Featuring Karen Fairchild,Home Alone Tonight,53,51,7,2016-01-23
52,Coldplay,Adventure Of A Lifetime,54,39,9,2016-01-23
53,Chris Brown,Back To Sleep,59,53,4,2016-01-23
54,Jason Aldean,Gonna Know We Were Here,56,54,13,2016-01-23
55,Brothers Osborne,Stay A Little Longer,61,55,14,2016-01-23
56,DeJ Loaf Featuring Big Sean,Back Up,52,47,14,2016-01-23
57,LOCASH,I Love This Life,65,57,11,2016-01-23
58,Jana Kramer,I Got The Boy,64,58,13,2016-01-23
59,DLOW,Do It Like Me,51,45,9,2016-01-23
60,Young Thug,Best Friend,67,60,7,2016-01-23
61,Gwen Stefani,Used To Love You,68,52,8,2016-01-23
62,Andy Grammer,Good To Be Alive (Hallelujah),62,62,4,2016-01-23
63,Drake & Future,Big Rings,57,52,16,2016-01-23
64,Halsey,New Americana,60,60,15,2016-01-23
65,Missy Elliott Featuring Pharrell Williams,WTF (Where They From),63,22,9,2016-01-23
66,Jason Derulo,Get Ugly,70,66,3,2016-01-23
67,Justin Bieber,I'll Show You,58,19,10,2016-01-23
68,Nelly Featuring Jeremih,The Fix,69,62,15,2016-01-23
69,Granger Smith,Backroad Song,82,69,5,2016-01-23
70,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",Downtown,72,12,20,2016-01-23
71,Zac Brown Band,Beautiful Drug,81,71,7,2016-01-23
72,Blake Shelton,Gonna,75,54,17,2016-01-23
73,Dawin,Dessert,73,73,5,2016-01-23
74,Keith Urban,Break On Me.,94,74,2,2016-01-23
75,Kelsea Ballerini,Dibs,76,75,10,2016-01-23
76,Carrie Underwood,Heartbeat,-,76,1,2016-01-23
77,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,$ave Dat Money,78,71,11,2016-01-23
78,Drake,Right Hand,66,58,17,2016-01-23
79,Tim McGraw,Top Of The World,84,73,13,2016-01-23
80,Bryson Tiller,Sorry Not Sorry,77,77,4,2016-01-23
81,Jeremih,Oui,-,81,1,2016-01-23
82,Rudimental Featuring Ed Sheeran,Lay It All On Me,88,48,14,2016-01-23
83,Kevin Gates,Really Really,79,79,3,2016-01-23
84,Eric Church,Mr. Misunderstood,92,84,2,2016-01-23
85,Rae Sremmurd,Come Get Her,71,56,17,2016-01-23
86,2 Chainz,Watch Out,85,85,2,2016-01-23
87,Robin Schulz Featuring Francesco Yates,Sugar,-,87,1,2016-01-23
88,Tori Kelly,Hollow,80,80,4,2016-01-23
89,Big Sean Featuring Chris Brown & Ty Dolla $ign,Play No Games,100,84,10,2016-01-23
90,James Bay,Let It Go,90,90,3,2016-01-23
91,Florida Georgia Line,Confession,99,91,2,2016-01-23
92,Randy Houser,We Went,98,92,3,2016-01-23
93,Kevin Gates,2 Phones,-,93,1,2016-01-23
94,Fetty Wap,RGF Island,74,57,13,2016-01-23
95,Carrie Underwood,Smoke Break,87,43,19,2016-01-23
96,J Balvin,Ginza,-,84,13,2016-01-23
97,Chris Stapleton,Nobody To Blame,-,97,1,2016-01-23
98,Cole Swindell,You Should Be Here,97,69,4,2016-01-23
99,Ty Dolla $ign Featuring Future & Rae Sremmurd,Blase,83,63,17,2016-01-23
100,Chris Stapleton,Tennessee Whiskey,-,20,5,2016-01-23
1,Justin Bieber,Sorry,1,1,12,2016-01-30
2,Adele,Hello,2,1,12,2016-01-30
3,Justin Bieber,Love Yourself,3,3,9,2016-01-30
4,twenty one pilots,Stressed Out,5,4,17,2016-01-30
5,Selena Gomez,Same Old Love,6,5,18,2016-01-30
6,Alessia Cara,Here,9,6,24,2016-01-30
7,Drake,Hotline Bling,4,2,24,2016-01-30
8,Shawn Mendes,Stitches,7,4,34,2016-01-30
9,Meghan Trainor Featuring John Legend,Like I'm Gonna Lose You,10,8,28,2016-01-30
10,Justin Bieber,What Do You Mean?,8,1,20,2016-01-30
11,The Chainsmokers Featuring Rozes,Roses,13,11,13,2016-01-30
12,Drake & Future,Jumpman,12,12,17,2016-01-30
13,Bryson Tiller,Don't,17,13,16,2016-01-30
14,The Weeknd,The Hills,11,1,34,2016-01-30
15,The Weeknd,In The Night,16,12,10,2016-01-30
16,Post Malone,White Iverson,14,14,19,2016-01-30
17,Travis Scott,Antidote,19,16,19,2016-01-30
18,Fetty Wap Featuring Remy Boyz,679,18,4,29,2016-01-30
19,G-Eazy x Bebe Rexha,"Me, Myself & I",29,19,11,2016-01-30
20,Shawn Mendes & Camila Cabello,I Know What You Did Last Summer,22,20,9,2016-01-30
21,Ellie Goulding,On My Mind,15,13,17,2016-01-30
22,DNCE,Cake By The Ocean,26,22,13,2016-01-30
23,Flo Rida,My House,32,23,10,2016-01-30
24,Thomas Rhett,Die A Happy Man,23,21,17,2016-01-30
25,Elle King,Ex's & Oh's,20,10,28,2016-01-30
26,Tory Lanez,Say It,30,26,13,2016-01-30
27,The Weeknd,Can't Feel My Face,24,1,32,2016-01-30
28,Taylor Swift,Wildest Dreams,21,5,21,2016-01-30
29,Silento,Watch Me,27,3,47,2016-01-30
30,Demi Lovato,Confident,25,21,15,2016-01-30
31,Daya,Hide Away,33,31,17,2016-01-30
32,Major Lazer & DJ Snake Featuring MO,Lean On,31,4,41,2016-01-30
33,Sam Hunt,Break Up In A Small Town,34,29,15,2016-01-30
34,Charlie Puth,One Call Away,37,34,7,2016-01-30
35,One Direction,Perfect,28,10,13,2016-01-30
