rank,artist,song,rank_last_week,peak_position,weeks_on_chart,date
82,LL Cool J Featuring 7 Aurelius,Hush,54,26,15,2005-01-01
83,Terror Squad,Take Me Home,84,62,11,2005-01-01
84,Papa Roach,Getting Away With Murder,83,69,11,2005-01-01
85,Phil Vassar,In A Real Love,80,38,18,2005-01-01
86,Sugarland,Baby Girl,89,86,4,2005-01-01
87,Crime Mob Featuring Lil Scrappy,Knuck If You Buck,85,76,20,2005-01-01
88,Gwen Stefani,What You Waiting For?,87,47,12,2005-01-01
89,"Juvenile, Wacko & Skip",Nolia Clap,86,31,19,2005-01-01
90,Green Day,American Idiot,92,61,20,2005-01-01
91,Patti LaBelle Featuring Ron Isley,Gotta Go Solo,90,89,4,2005-01-01
92,Beyonce,Dangerously In Love,93,57,16,2005-01-01
93,Brooks & Dunn,That's What It's All About,88,38,19,2005-01-01
94,Nivea Featuring Lil Jon & YoungBloodZ,Okay,95,94,2,2005-01-01
95,Body Head Bangerz Featuring YoungBloodz,"I Smoke, I Drank",91,81,10,2005-01-01
96,Monchy & Alexandra,Perdidos,96,96,2,2005-01-01
97,Teena Marie Featuring Gerald Levert,A Rose By Any Other Name,-,97,1,2005-01-01
98,2Pac Featuring Nate Dogg,Thugs Get Lonely Too,-,98,1,2005-01-01
99,Anita Baker,You're My Everything,99,74,20,2005-01-01
100,Mannie Fresh,Real Big,-,79,11,2005-01-01
1,Mario,Let Me Love You,1,1,12,2005-01-08
2,Ciara Featuring Missy Elliott,"1, 2 Step",3,2,11,2005-01-08
3,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,2,1,15,2005-01-08
4,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,Lovers And Friends,5,4,7,2005-01-08
5,Destiny's Child Featuring T.I. & Lil Wayne,Soldier,4,4,7,2005-01-08
6,Usher And Alicia Keys,My Boo,6,1,18,2005-01-08
7,Nelly Featuring Tim McGraw,Over And Over,7,3,13,2005-01-08
8,Ja Rule Featuring R. Kelly & Ashanti,Wonderful,8,5,13,2005-01-08
9,50 Cent,Disco Inferno,11,9,5,2005-01-08
10,Destiny's Child,Lose My Breath,9,3,16,2005-01-08
11,Kelly Clarkson,Breakaway,12,6,20,2005-01-08
12,Gavin DeGraw,I Don't Want To Be,10,10,12,2005-01-08
13,The Game Featuring 50 Cent,How We Do,16,13,7,2005-01-08
14,Ludacris,Get Back,13,13,8,2005-01-08
15,Ashanti,Only U,14,14,8,2005-01-08
16,Green Day,Boulevard Of Broken Dreams,18,16,7,2005-01-08
17,Trick Daddy Featuring Lil Jon & Twista,Let's Go,15,7,17,2005-01-08
18,Maroon 5,She Will Be Loved,17,5,25,2005-01-08
19,Lloyd Banks Featuring Avant,Karma,19,19,8,2005-01-08
20,T.I.,Bring Em Out,26,20,7,2005-01-08
21,Ciara Featuring Petey Pablo,Goodies,20,1,29,2005-01-08
22,Lil Jon & The East Side Boyz Featuring Lil Scrappy,What U Gon' Do,22,22,10,2005-01-08
23,Jay-Z/Linkin Park,Numb/Encore,24,23,7,2005-01-08
24,Jadakiss Featuring Mariah Carey,U Make Me Wanna,23,21,8,2005-01-08
25,Switchfoot,Dare You To Move,21,17,15,2005-01-08
26,"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",Oye Mi Canto,28,12,20,2005-01-08
27,Anthony Hamilton,Charlene,32,19,19,2005-01-08
28,"Eminem, Dr. Dre & 50 Cent",Encore,25,25,8,2005-01-08
29,Ryan Cabrera,True,29,29,5,2005-01-08
30,John Mayer,Daughters,30,30,10,2005-01-08
31,Ja Rule Featuring Fat Joe & Jadakiss,New York,27,27,8,2005-01-08
32,Kelly Clarkson,Since U Been Gone,38,32,4,2005-01-08
33,Seether Featuring Amy Lee,Broken,36,20,19,2005-01-08
34,Jesse McCartney,Beautiful Soul,40,34,5,2005-01-08
35,Finger Eleven,One Thing,39,16,25,2005-01-08
36,Alicia Keys,Karma,44,36,7,2005-01-08
37,U2,Vertigo,37,31,14,2005-01-08
38,Blake Shelton,Some Beach,31,28,11,2005-01-08
39,Terror Squad,Lean Back,47,1,29,2005-01-08
40,Fabolous,Breathe,33,10,17,2005-01-08
41,Ryan Cabrera,On The Way Down,41,15,24,2005-01-08
42,JoJo Featuring Bow Wow,Baby It's You,43,22,14,2005-01-08
43,Lil Wayne,Go D.J.,34,14,15,2005-01-08
44,Daddy Yankee,Gasolina,50,44,9,2005-01-08
45,Tim McGraw,Back When,35,30,12,2005-01-08
46,Young Buck,Shorty Wanna Ride,45,17,13,2005-01-08
47,Avril Lavigne,My Happy Ending,49,9,24,2005-01-08
48,Avril Lavigne,Nobody's Home,48,48,5,2005-01-08
49,Darryl Worley,"Awful, Beautiful Life",42,42,9,2005-01-08
50,Simple Plan,Welcome To My Life,46,40,9,2005-01-08
51,Lenny Kravitz,Lady,61,51,5,2005-01-08
52,Gretchen Wilson,When I Think About Cheatin',52,52,5,2005-01-08
53,Eminem,Just Lose It,51,6,14,2005-01-08
54,Gwen Stefani Featuring Eve,Rich Girl,67,54,3,2005-01-08
55,Rascal Flatts,Bless The Broken Road,53,53,4,2005-01-08
56,Chingy,Balla Baby,59,20,14,2005-01-08
57,Keith Urban,You're My Better Half,56,56,6,2005-01-08
58,Goo Goo Dolls,Give A Little Bit,62,58,7,2005-01-08
59,Brad Paisley,Mud On The Tires,55,55,6,2005-01-08
60,Usher,Caught Up,72,60,5,2005-01-08
61,Dierks Bentley,How Am I Doin',54,49,12,2005-01-08
62,The Killers,Somebody Told Me,66,51,19,2005-01-08
63,Trillville Featuring Cutty,Some Cut,69,63,3,2005-01-08
64,Eminem,Mockingbird,74,64,2,2005-01-08
65,Gary Allan,Nothing On But The Radio,57,32,17,2005-01-08
66,Bowling For Soup,1985,68,23,18,2005-01-08
67,Kenny Chesney,The Woman With You,58,33,13,2005-01-08
68,Rupee,Tempted To Touch,70,39,14,2005-01-08
69,LeAnn Rimes,Nothin 'Bout Love Makes Sense,60,59,9,2005-01-08
70,Lonestar,Mr. Mom,63,33,17,2005-01-08
71,Alan Jackson,Monday Morning Church,65,64,6,2005-01-08
72,Keyshia Cole Featuring Shyne,I Changed My Mind,71,71,7,2005-01-08
73,John Legend,Ordinary People,-,73,1,2005-01-08
74,Shania Twain With Billy Currington Or Mark McGrath,Party For Two,64,58,10,2005-01-08
75,Maroon 5,Sunday Morning,-,75,1,2005-01-08
76,Snoop Dogg,Let's Get Blown,-,76,1,2005-01-08
77,Breaking Benjamin,So Cold,79,76,18,2005-01-08
78,Reba McEntire,He Gets That From Me,73,71,4,2005-01-08
79,Chevelle,Vitamin R (Leading Us Along),76,68,8,2005-01-08
80,Velvet Revolver,Fall To Pieces,78,67,16,2005-01-08
81,Crossfade,Cold,81,81,23,2005-01-08
82,LL Cool J Featuring 7 Aurelius,Hush,82,26,16,2005-01-08
83,Guerilla Black Featuring Mario Winans,You're The One,77,77,7,2005-01-08
84,Papa Roach,Getting Away With Murder,84,69,12,2005-01-08
85,Big & Rich,Holy Water,75,75,2,2005-01-08
86,SHeDAISY,Come Home Soon,80,75,5,2005-01-08
87,"Juvenile, Wacko & Skip",Nolia Clap,89,31,20,2005-01-08
88,Sugarland,Baby Girl,86,86,5,2005-01-08
89,Phil Vassar,In A Real Love,85,38,19,2005-01-08
90,Gwen Stefani,What You Waiting For?,88,47,13,2005-01-08
91,Nivea Featuring Lil Jon & YoungBloodZ,Okay,94,91,3,2005-01-08
92,Beyonce,Dangerously In Love,92,57,17,2005-01-08
93,Monchy & Alexandra,Perdidos,96,93,3,2005-01-08
94,Terror Squad,Take Me Home,83,62,12,2005-01-08
95,Akon,Ghetto,-,95,1,2005-01-08
96,Body Head Bangerz Featuring YoungBloodz,"I Smoke, I Drank",95,81,11,2005-01-08
97,Patti LaBelle Featuring Ron Isley,Gotta Go Solo,91,89,5,2005-01-08
98,Brooks & Dunn,That's What It's All About,93,38,20,2005-01-08
99,"The Alchemist Featuring Prodigy, Illa Ghee & Nina Sky",Hold You Down,-,99,1,2005-01-08
100,2Pac Featuring Nate Dogg,Thugs Get Lonely Too,98,98,2,2005-01-08
1,Mario,Let Me Love You,1,1,13,2005-01-15
2,Ciara Featuring Missy Elliott,"1, 2 Step",2,2,12,2005-01-15
3,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3,1,16,2005-01-15
4,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,Lovers And Friends,4,4,8,2005-01-15
5,Destiny's Child Featuring T.I. & Lil Wayne,Soldier,5,4,8,2005-01-15
6,Usher And Alicia Keys,My Boo,6,1,19,2005-01-15
7,Nelly Featuring Tim McGraw,Over And Over,7,3,14,2005-01-15
8,50 Cent,Disco Inferno,9,8,6,2005-01-15
9,Ja Rule Featuring R. Kelly & Ashanti,Wonderful,8,5,14,2005-01-15
10,Kelly Clarkson,Breakaway,11,6,21,2005-01-15
11,The Game Featuring 50 Cent,How We Do,13,11,8,2005-01-15
12,Gavin DeGraw,I Don't Want To Be,12,10,13,2005-01-15
13,Destiny's Child,Lose My Breath,10,3,17,2005-01-15
14,Ashanti,Only U,15,14,9,2005-01-15
15,Ludacris,Get Back,14,13,9,2005-01-15
16,Green Day,Boulevard Of Broken Dreams,16,16,8,2005-01-15
17,Maroon 5,She Will Be Loved,18,5,26,2005-01-15
18,T.I.,Bring Em Out,20,18,8,2005-01-15
19,Ciara Featuring Petey Pablo,Goodies,21,1,30,2005-01-15
20,Trick Daddy Featuring Lil Jon & Twista,Let's Go,17,7,18,2005-01-15
21,Lloyd Banks Featuring Avant,Karma,19,19,9,2005-01-15
22,John Mayer,Daughters,30,22,11,2005-01-15
23,Jay-Z/Linkin Park,Numb/Encore,23,23,8,2005-01-15
24,Lil Jon & The East Side Boyz Featuring Lil Scrappy,What U Gon' Do,22,22,11,2005-01-15
25,Switchfoot,Dare You To Move,25,17,16,2005-01-15
26,"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",Oye Mi Canto,26,12,21,2005-01-15
27,Anthony Hamilton,Charlene,27,19,20,2005-01-15
28,Ryan Cabrera,True,29,28,6,2005-01-15
29,Finger Eleven,One Thing,35,16,26,2005-01-15
30,Ja Rule Featuring Fat Joe & Jadakiss,New York,31,27,9,2005-01-15
31,Terror Squad,Lean Back,39,1,30,2005-01-15
32,Kelly Clarkson,Since U Been Gone,32,32,5,2005-01-15
33,Jadakiss Featuring Mariah Carey,U Make Me Wanna,24,21,9,2005-01-15
34,Jesse McCartney,Beautiful Soul,34,34,6,2005-01-15
35,Seether Featuring Amy Lee,Broken,33,20,20,2005-01-15
36,Alicia Keys,Karma,36,36,8,2005-01-15
37,Ryan Cabrera,On The Way Down,41,15,25,2005-01-15
38,Blake Shelton,Some Beach,38,28,12,2005-01-15
39,"Eminem, Dr. Dre & 50 Cent",Encore,28,25,9,2005-01-15
40,U2,Vertigo,37,31,15,2005-01-15
41,Darryl Worley,"Awful, Beautiful Life",49,41,10,2005-01-15
42,Tim McGraw,Back When,45,30,13,2005-01-15
43,Daddy Yankee,Gasolina,44,43,10,2005-01-15
44,Avril Lavigne,My Happy Ending,47,9,25,2005-01-15
45,Fabolous,Breathe,40,10,18,2005-01-15
46,Gretchen Wilson,When I Think About Cheatin',52,46,6,2005-01-15
47,Lil Wayne,Go D.J.,43,14,16,2005-01-15
48,Young Buck,Shorty Wanna Ride,46,17,14,2005-01-15
49,Rascal Flatts,Bless The Broken Road,55,49,5,2005-01-15
50,Keith Urban,You're My Better Half,57,50,7,2005-01-15
51,Lenny Kravitz,Lady,51,51,6,2005-01-15
52,JoJo Featuring Bow Wow,Baby It's You,42,22,15,2005-01-15
53,Brad Paisley,Mud On The Tires,59,53,7,2005-01-15
54,Avril Lavigne,Nobody's Home,48,48,6,2005-01-15
55,Goo Goo Dolls,Give A Little Bit,58,55,8,2005-01-15
56,Simple Plan,Welcome To My Life,50,40,10,2005-01-15
57,Gwen Stefani Featuring Eve,Rich Girl,54,54,4,2005-01-15
58,Usher,Caught Up,60,58,6,2005-01-15
59,LeAnn Rimes,Nothin 'Bout Love Makes Sense,69,59,10,2005-01-15
60,Dierks Bentley,How Am I Doin',61,49,13,2005-01-15
61,Alan Jackson,Monday Morning Church,71,61,7,2005-01-15
62,Chingy,Balla Baby,56,20,15,2005-01-15
63,Trillville Featuring Cutty,Some Cut,63,63,4,2005-01-15
64,Gary Allan,Nothing On But The Radio,65,32,18,2005-01-15
65,Eminem,Just Lose It,53,6,15,2005-01-15
66,Kenny Chesney,The Woman With You,67,33,14,2005-01-15
67,Bowling For Soup,1985,66,23,19,2005-01-15
68,Rupee,Tempted To Touch,68,39,15,2005-01-15
69,The Killers,Somebody Told Me,62,51,20,2005-01-15
70,Shania Twain With Billy Currington Or Mark McGrath,Party For Two,74,58,11,2005-01-15
71,Lonestar,Mr. Mom,70,33,18,2005-01-15
72,Reba McEntire,He Gets That From Me,78,71,5,2005-01-15
73,Eminem,Mockingbird,64,64,3,2005-01-15
74,Maroon 5,Sunday Morning,75,74,2,2005-01-15
75,Snoop Dogg,Let's Get Blown,76,75,2,2005-01-15
76,John Legend,Ordinary People,73,73,2,2005-01-15
77,Keyshia Cole Featuring Shyne,I Changed My Mind,72,71,8,2005-01-15
78,LL Cool J Featuring 7 Aurelius,Hush,82,26,17,2005-01-15
79,Chevelle,Vitamin R (Leading Us Along),79,68,9,2005-01-15
80,Breaking Benjamin,So Cold,77,76,19,2005-01-15
81,Big & Rich,Holy Water,85,75,3,2005-01-15
82,Velvet Revolver,Fall To Pieces,80,67,17,2005-01-15
83,Sugarland,Baby Girl,88,83,6,2005-01-15
84,Phil Vassar,In A Real Love,89,38,20,2005-01-15
85,Papa Roach,Getting Away With Murder,84,69,13,2005-01-15
86,Guerilla Black Featuring Mario Winans,You're The One,83,77,8,2005-01-15
87,SHeDAISY,Come Home Soon,86,75,6,2005-01-15
88,Nivea Featuring Lil Jon & YoungBloodZ,Okay,91,88,4,2005-01-15
89,Beyonce,Dangerously In Love,92,57,18,2005-01-15
90,Patti LaBelle Featuring Ron Isley,Gotta Go Solo,97,89,6,2005-01-15
91,Gwen Stefani,What You Waiting For?,90,47,14,2005-01-15
92,Terror Squad,Take Me Home,94,62,13,2005-01-15
93,Akon,Ghetto,95,93,2,2005-01-15
94,Body Head Bangerz Featuring YoungBloodz,"I Smoke, I Drank",96,81,12,2005-01-15
95,"The Alchemist Featuring Prodigy, Illa Ghee & Nina Sky",Hold You Down,99,95,2,2005-01-15
96,Monchy & Alexandra,Perdidos,93,93,4,2005-01-15
97,Teena Marie Featuring Gerald Levert,A Rose By Any Other Name,-,97,2,2005-01-15
98,2Pac Featuring Nate Dogg,Thugs Get Lonely Too,100,98,3,2005-01-15
99,Daryl Hall John Oates,I'll Be Around,-,99,1,2005-01-15
100,Mannie Fresh,Real Big,-,79,12,2005-01-15
1,Mario,Let Me Love You,1,1,14,2005-01-22
2,Ciara Featuring Missy Elliott,"1, 2 Step",2,2,13,2005-01-22
3,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,Lovers And Friends,4,3,9,2005-01-22
4,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,3,1,17,2005-01-22
5,Destiny's Child Featuring T.I. & Lil Wayne,Soldier,5,4,9,2005-01-22
6,Usher And Alicia Keys,My Boo,6,1,20,2005-01-22
7,Nelly Featuring Tim McGraw,Over And Over,7,3,15,2005-01-22
8,50 Cent,Disco Inferno,8,8,7,2005-01-22
9,The Game Featuring 50 Cent,How We Do,11,9,9,2005-01-22
10,Gavin DeGraw,I Don't Want To Be,12,10,14,2005-01-22
11,Green Day,Boulevard Of Broken Dreams,16,11,9,2005-01-22
12,Kelly Clarkson,Breakaway,10,6,22,2005-01-22
13,Ashanti,Only U,14,13,10,2005-01-22
14,Ja Rule Featuring R. Kelly & Ashanti,Wonderful,9,5,15,2005-01-22
15,Ludacris,Get Back,15,13,10,2005-01-22
16,Destiny's Child,Lose My Breath,13,3,18,2005-01-22
17,Maroon 5,She Will Be Loved,17,5,27,2005-01-22
18,T.I.,Bring Em Out,18,18,9,2005-01-22
19,John Mayer,Daughters,22,19,12,2005-01-22
20,Ryan Cabrera,True,28,20,7,2005-01-22
21,Lloyd Banks Featuring Avant,Karma,21,19,10,2005-01-22
22,Kelly Clarkson,Since U Been Gone,32,22,6,2005-01-22
23,Jay-Z/Linkin Park,Numb/Encore,23,23,9,2005-01-22
24,Jesse McCartney,Beautiful Soul,34,24,7,2005-01-22
25,Trick Daddy Featuring Lil Jon & Twista,Let's Go,20,7,19,2005-01-22
26,Ciara Featuring Petey Pablo,Goodies,19,1,31,2005-01-22
27,Lil Jon & The East Side Boyz Featuring Lil Scrappy,What U Gon' Do,24,22,12,2005-01-22
28,Switchfoot,Dare You To Move,25,17,17,2005-01-22
29,Alicia Keys,Karma,36,29,9,2005-01-22
30,Darryl Worley,"Awful, Beautiful Life",41,30,11,2005-01-22
31,Ja Rule Featuring Fat Joe & Jadakiss,New York,30,27,10,2005-01-22
32,Anthony Hamilton,Charlene,27,19,21,2005-01-22
33,Jadakiss Featuring Mariah Carey,U Make Me Wanna,33,21,10,2005-01-22
34,Blake Shelton,Some Beach,38,28,13,2005-01-22
35,Daddy Yankee,Gasolina,43,35,11,2005-01-22
36,"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",Oye Mi Canto,26,12,22,2005-01-22
37,Finger Eleven,One Thing,29,16,27,2005-01-22
38,U2,Vertigo,40,31,16,2005-01-22
39,Tim McGraw,Back When,42,30,14,2005-01-22
40,Keith Urban,You're My Better Half,50,40,8,2005-01-22
41,Rascal Flatts,Bless The Broken Road,49,41,6,2005-01-22
42,Usher,Caught Up,58,42,7,2005-01-22
43,Brad Paisley,Mud On The Tires,53,43,8,2005-01-22
44,Gretchen Wilson,When I Think About Cheatin',46,44,7,2005-01-22
45,Ryan Cabrera,On The Way Down,37,15,26,2005-01-22
46,"Eminem, Dr. Dre & 50 Cent",Encore,39,25,10,2005-01-22
47,Lenny Kravitz,Lady,51,47,7,2005-01-22
48,Terror Squad,Lean Back,31,1,31,2005-01-22
49,Seether Featuring Amy Lee,Broken,35,20,21,2005-01-22
50,Gwen Stefani Featuring Eve,Rich Girl,57,50,5,2005-01-22
51,Eminem,Mockingbird,73,51,4,2005-01-22
52,Avril Lavigne,Nobody's Home,54,48,7,2005-01-22
53,Jennifer Lopez,Get Right,-,53,1,2005-01-22
54,Goo Goo Dolls,Give A Little Bit,55,54,9,2005-01-22
55,Maroon 5,Sunday Morning,74,55,3,2005-01-22
56,LeAnn Rimes,Nothin 'Bout Love Makes Sense,59,56,11,2005-01-22
57,Trillville Featuring Cutty,Some Cut,63,57,5,2005-01-22
58,Alan Jackson,Monday Morning Church,61,58,8,2005-01-22
59,Lil Wayne,Go D.J.,47,14,17,2005-01-22
60,JoJo Featuring Bow Wow,Baby It's You,52,22,16,2005-01-22
61,Fabolous,Breathe,45,10,19,2005-01-22
62,Young Buck,Shorty Wanna Ride,48,17,15,2005-01-22
63,Gary Allan,Nothing On But The Radio,64,32,19,2005-01-22
64,Reba McEntire,He Gets That From Me,72,64,6,2005-01-22
65,John Legend,Ordinary People,76,65,3,2005-01-22
66,Snoop Dogg,Let's Get Blown,75,66,3,2005-01-22
67,Lonestar,Mr. Mom,71,33,19,2005-01-22
68,Omarion,O,-,68,1,2005-01-22
69,Dierks Bentley,How Am I Doin',60,49,14,2005-01-22
70,Josh Gracin,Nothin' To Lose,-,70,1,2005-01-22
71,Simple Plan,Welcome To My Life,56,40,11,2005-01-22
72,Shania Twain With Billy Currington Or Mark McGrath,Party For Two,70,58,12,2005-01-22
73,Fantasia,Truth Is,-,73,1,2005-01-22
74,Rupee,Tempted To Touch,68,39,16,2005-01-22
75,Bowling For Soup,1985,67,23,20,2005-01-22
76,Kenny Chesney,The Woman With You,66,33,15,2005-01-22
77,T.I.,U Don't Know Me,-,77,1,2005-01-22
78,Big & Rich,Holy Water,81,75,4,2005-01-22
79,Chingy,Balla Baby,62,20,16,2005-01-22
80,Eminem,Just Lose It,65,6,16,2005-01-22
81,Sugarland,Baby Girl,83,81,7,2005-01-22
82,Breaking Benjamin,So Cold,80,76,20,2005-01-22
83,Fabolous Featuring Mike Shorey,Baby,-,83,1,2005-01-22
84,Nivea Featuring Lil Jon & YoungBloodZ,Okay,88,84,5,2005-01-22
85,Velvet Revolver,Fall To Pieces,82,67,18,2005-01-22
86,Papa Roach,Getting Away With Murder,85,69,14,2005-01-22
87,Keyshia Cole Featuring Shyne,I Changed My Mind,77,71,9,2005-01-22
88,Chevelle,Vitamin R (Leading Us Along),79,68,10,2005-01-22
89,Guerilla Black Featuring Mario Winans,You're The One,86,77,9,2005-01-22
90,Beyonce,Dangerously In Love,89,57,19,2005-01-22
91,LL Cool J Featuring 7 Aurelius,Hush,78,26,18,2005-01-22
92,Akon,Ghetto,93,92,3,2005-01-22
93,Body Head Bangerz Featuring YoungBloodz,"I Smoke, I Drank",94,81,13,2005-01-22
94,SHeDAISY,Come Home Soon,87,75,7,2005-01-22
95,Patti LaBelle Featuring Ron Isley,Gotta Go Solo,90,89,7,2005-01-22
96,Gwen Stefani,What You Waiting For?,91,47,15,2005-01-22
97,Monchy & Alexandra,Perdidos,96,93,5,2005-01-22
98,Terror Squad,Take Me Home,92,62,14,2005-01-22
99,"The Alchemist Featuring Prodigy, Illa Ghee & Nina Sky",Hold You Down,95,95,3,2005-01-22
100,"Trick Daddy Featuring Ludacris, Lil' Kim & Cee-Lo",Sugar (Gimme Some),-,100,1,2005-01-22
1,Mario,Let Me Love You,1,1,15,2005-01-29
2,Ciara Featuring Missy Elliott,"1, 2 Step",2,2,14,2005-01-29
3,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,Lovers And Friends,3,3,10,2005-01-29
4,Destiny's Child Featuring T.I. & Lil Wayne,Soldier,5,4,10,2005-01-29
5,Snoop Dogg Featuring Pharrell,Drop It Like It's Hot,4,1,18,2005-01-29
6,The Game Featuring 50 Cent,How We Do,9,6,10,2005-01-29
7,50 Cent,Disco Inferno,8,7,8,2005-01-29
8,Green Day,Boulevard Of Broken Dreams,11,8,10,2005-01-29
9,Usher And Alicia Keys,My Boo,6,1,21,2005-01-29
