date,rank,artist,song,lyricId
2010-01-02,1,Ke$ha,TiK ToK,21366
2010-01-02,2,Jay-Z + Alicia Keys,Empire State Of Mind,21327
2010-01-02,3,Lady Gaga,Bad Romance,21393
2010-01-02,4,Iyaz,Replay,21305
2010-01-02,5,Owl City,Fireflies,21306
2010-01-02,6,David Guetta Featuring Akon,Sexy Chick,21282
2010-01-02,7,Jason Derulo,Whatcha Say,21297
2010-01-02,8,Jay Sean Featuring Lil Wayne,Down,21256
2010-01-02,9,The Black Eyed Peas,Meet Me Halfway,21338
2010-01-02,10,Britney Spears,3,21359
2010-01-02,11,Rihanna Featuring Jeezy,Hard,21426
2010-01-02,12,Young Money Featuring Lloyd,BedRock,21433
2010-01-02,13,Ludacris,How Low,21457
2010-01-02,14,Jay Sean Featuring Sean Paul & Lil Jon,Do You Remember,21406
2010-01-02,15,Lady Gaga,Paparazzi,21311
2010-01-02,16,"Drake Featuring Kanye West, Lil Wayne & Eminem",Forever,21332
2010-01-02,17,Beyonce,Sweet Dreams,21278
2010-01-02,18,Kelly Clarkson,Already Gone,21130
2010-01-02,19,Miley Cyrus,Party In The U.S.A.,21295
2010-01-02,20,The Black Eyed Peas,I Gotta Feeling,21235
2010-01-02,21,Lady Antebellum,Need You Now,21300
2010-01-02,22,Taylor Swift,You Belong With Me,21000
2010-01-02,23,Boys Like Girls Featuring Taylor Swift,Two Is Better Than One,21330
2010-01-02,24,Chris Brown Featuring Lil Wayne & Swizz Beatz,I Can Transform Ya,21363
2010-01-02,25,Kings Of Leon,Use Somebody,20949
2010-01-02,26,Birdman Featuring Lil Wayne & Drake,Money To Blow,21369
2010-01-02,27,Alicia Keys,Try Sleeping With A Broken Heart,21421
2010-01-02,28,Cascada,Evacuate The Dancefloor,21299
2010-01-02,29,Eminem Featuring Dr. Dre,Hell Breaks Loose,21470
2010-01-02,30,Taylor Swift,Fifteen,21015
2010-01-02,31,New Boyz Featuring Ray J,Tie Me Down,21379
2010-01-02,32,Train,"Hey, Soul Sister",21357
2010-01-02,33,Kris Allen,Live Like We're Dying,21354
2010-01-02,34,Trey Songz Featuring Fabolous,Say Aah,21414
2010-01-02,35,Snoop Dogg Featuring The-Dream,Gangsta Luv,21384
2010-01-02,36,50 Cent Featuring Ne-Yo,Baby By Me,21399
2010-01-02,37,"Jay-Z, Rihanna & Kanye West",Run This Town,21284
2010-01-02,38,Lady Gaga Featuring Beyonce,Telephone,21432
2010-01-02,39,Carrie Underwood,Cowboy Casanova,21341
2010-01-02,40,Shakira Featuring Lil Wayne,Give It Up To Me,21411
2010-01-02,41,Orianthi,According To You,21448
2010-01-02,42,Trey Songz Featuring Drake,I Invented Sex,21387
2010-01-02,43,Luke Bryan,Do I,21323
2010-01-02,44,Colbie Caillat,Fallin' For You,21253
2010-01-02,45,Reba,Consider Me Gone,21356
