date,rank,artist,song,lyricId
2018-01-06,1,Ed Sheeran,Perfect,24375
2018-01-06,2,Post Malone Featuring 21 Savage,Rockstar,24637
2018-01-06,3,Camila Cabello Featuring Young Thug,Havana,24587
2018-01-06,4,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,24634
2018-01-06,5,Imagine Dragons,Thunder,24468
2018-01-06,6,Lil Pump,Gucci Gang,24633
2018-01-06,7,"Migos, Nicki Minaj & Cardi B",MotorSport,24678
2018-01-06,8,Sam Smith,Too Good At Goodbyes,24628
2018-01-06,9,Halsey,Bad At Love,24624
2018-01-06,10,Cardi B,Bodak Yellow (Money Moves),24534
2018-01-06,11,Kendrick Lamar Featuring Zacari,Love.,24443
2018-01-06,12,Dua Lipa,New Rules,24574
2018-01-06,13,Mariah Carey,All I Want For Christmas Is You,18161
2018-01-06,14,Cardi B Featuring 21 Savage,Bartier Cardi,24726
2018-01-06,15,6ix9ine,Gummo,24692
2018-01-06,16,Post Malone,I Fall Apart,24642
2018-01-06,17,NF,Let You Down,24662
2018-01-06,18,Khalid,Young Dumb & Broke,24556
2018-01-06,19,Ed Sheeran,Shape Of You,24299
2018-01-06,20,Demi Lovato,Sorry Not Sorry,24544
2018-01-06,21,Maroon 5 Featuring SZA,What Lovers Do,24608
2018-01-06,22,Gucci Mane Featuring Migos,I Get The Bag,24595
2018-01-06,23,Portugal. The Man,Feel It Still,24525
2018-01-06,24,G-Eazy & Halsey,Him & I,24713
2018-01-06,25,Imagine Dragons,Believer,24331
2018-01-06,26,Bebe Rexha & Florida Georgia Line,Meant To Be,24669
2018-01-06,27,Charlie Puth,How Long,24655
2018-01-06,28,21 Savage,Bank Account,24540
2018-01-06,29,Selena Gomez X Marshmello,Wolves,24674
2018-01-06,30,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,24307
2018-01-06,31,A$AP Ferg Featuring Nicki Minaj,Plain Jane,24647
2018-01-06,32,J Balvin & Willy William Featuring Beyonce,Mi Gente,24532
2018-01-06,33,SZA,The Weekend,24573
2018-01-06,34,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,24466
2018-01-06,35,Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes,24603
2018-01-06,36,Brenda Lee,Rockin' Around The Christmas Tree,534
2018-01-06,37,Bruno Mars,That's What I Like,24229
2018-01-06,38,Andy Williams,It's The Most Wonderful Time Of The Year,24279
2018-01-06,39,Charlie Puth,Attention,24461
2018-01-06,40,Taylor Swift Featuring Ed Sheeran & Future,End Game,24700
2018-01-06,41,Miguel Featuring Travis Scott,Sky Walker,24626
2018-01-06,42,Nat King Cole,The Christmas Song (Merry Christmas To You),546
2018-01-06,43,Eminem Featuring Ed Sheeran,River,24727
2018-01-06,44,Marshmello Featuring Khalid,Silence,24588
2018-01-06,45,Thomas Rhett,Marry Me,24717
2018-01-06,46,Burl Ives,A Holly Jolly Christmas,24278
2018-01-06,47,French Montana Featuring Swae Lee,Unforgettable,24433
2018-01-06,48,P!nk,What About Us,24583
2018-01-06,49,N*E*R*D & Rihanna,Lemon,24685
2018-01-06,50,Post Malone,Candy Paint,24673
2018-01-06,51,Kodak Black Featuring XXXTENTACION,Roll In Peace,24596
2018-01-06,52,Ozuna x Cardi B,La Modelo,24728
2018-01-06,53,Offset & Metro Boomin,Ric Flair Drip,24680
2018-01-06,54,MAX Featuring gnash,Lights Down Low,24658
2018-01-06,55,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Let Me Go,24636
2018-01-06,56,Brett Young,Like I Loved You,24645
2018-01-06,57,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",Pills And Automobiles,24635
2018-01-06,58,LANCO,Greatest Love Story,24625
2018-01-06,59,YBN Nahmir,Rubbin Off The Paint,24686
2018-01-06,60,Macklemore Featuring Kesha,Good Old Days,24643
2018-01-06,61,Taylor Swift,...Ready For It?,24622
2018-01-06,62,Russell Dickerson,Yours,24661
2018-01-06,63,Blake Shelton,I'll Name The Dogs,24631
2018-01-06,64,Tay-K,The Race,24580
2018-01-06,65,Huncho Jack Featuring Takeoff,Eye 2 Eye,24729
2018-01-06,66,Taylor Swift,Look What You Made Me Do,24597
2018-01-06,67,6ix9ine,Kooda,24714
2018-01-06,68,Huncho Jack,Modern Slavery,24730
2018-01-06,69,Imagine Dragons + Khalid,Thunder/Young Dumb & Broke (Medley),24731
2018-01-06,70,Kodak Black Featuring Lil Wayne,Codeine Dreaming,24709
2018-01-06,71,Huncho Jack,Black & Chinese,24732
2018-01-06,72,Eric Church,Round Here Buzz,24646
2018-01-06,73,Luke Bryan,Light It Up,24609
2018-01-06,74,Luis Fonsi & Demi Lovato,Echame La Culpa,24698
2018-01-06,75,Lil Xan,Betrayed,24695
2018-01-06,76,Chris Young,Losing Sleep,24644
2018-01-06,77,YoungBoy Never Broke Again,No Smoke,24704
2018-01-06,78,Demi Lovato,Tell Me You Love Me,24621
2018-01-06,79,Walker Hayes,You Broke Up With Me,24664
2018-01-06,80,Quavo & Lil Yachty,Ice Tray,24733
2018-01-06,81,Maren Morris,I Could Use A Love Song,24592
2018-01-06,82,BTS Featuring Desiigner,MIC Drop,24708
2018-01-06,83,Huncho Jack Featuring Offset,Dubai Shit,24734
2018-01-06,84,Lil Baby,My Dawg,24723
2018-01-06,85,Famous Dex Featuring A$AP Rocky,Pick It Up,24697
2018-01-06,86,Old Dominion,Written In The Sand,24706
2018-01-06,87,Huncho Jack,Huncho Jack,24735
2018-01-06,88,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",Krippy Kush,24710
2018-01-06,89,Scotty McCreery,Five More Minutes,24718
2018-01-06,90,Huncho Jack,Motorcycle Patches,24736
2018-01-06,91,Becky G Featuring Bad Bunny,Mayores,24665
2018-01-06,92,Huncho Jack,Saint,24737
2018-01-06,93,Eminem Featuring Beyonce,Walk On Water,24691
2018-01-06,94,Migos,Stir Fry,24738
2018-01-06,95,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",Home,24701
2018-01-06,96,XXXTENTACION Featuring Trippie Redd,F**k Love,24604
2018-01-06,97,Kelsea Ballerini,Legends,24711
2018-01-06,98,Niall Horan,Too Much To Ask,24638
2018-01-06,99,Zayn Featuring Sia,Dusk Till Dawn,24629
2018-01-06,100,Yo Gotti,Juice,24715
2018-01-13,1,Ed Sheeran,Perfect,24375
2018-01-13,2,Camila Cabello Featuring Young Thug,Havana,24587
2018-01-13,3,Post Malone Featuring 21 Savage,Rockstar,24637
2018-01-13,4,Imagine Dragons,Thunder,24468
2018-01-13,5,G-Eazy Featuring A$AP Rocky & Cardi B,No Limit,24634
2018-01-13,6,Halsey,Bad At Love,24624
2018-01-13,7,Sam Smith,Too Good At Goodbyes,24628
2018-01-13,8,"Migos, Nicki Minaj & Cardi B",MotorSport,24678
2018-01-13,9,Lil Pump,Gucci Gang,24633
2018-01-13,10,Cardi B,Bodak Yellow (Money Moves),24534
2018-01-13,11,Dua Lipa,New Rules,24574
2018-01-13,12,Portugal. The Man,Feel It Still,24525
2018-01-13,13,Ed Sheeran,Shape Of You,24299
2018-01-13,14,Kendrick Lamar Featuring Zacari,Love.,24443
2018-01-13,15,Demi Lovato,Sorry Not Sorry,24544
2018-01-13,16,Imagine Dragons,Believer,24331
2018-01-13,17,G-Eazy & Halsey,Him & I,24713
2018-01-13,18,NF,Let You Down,24662
2018-01-13,19,Cardi B Featuring 21 Savage,Bartier Cardi,24726
2018-01-13,20,6ix9ine,Gummo,24692
2018-01-13,21,Maroon 5 Featuring SZA,What Lovers Do,24608
2018-01-13,22,Khalid,Young Dumb & Broke,24556
2018-01-13,23,Post Malone,I Fall Apart,24642
2018-01-13,24,Bebe Rexha & Florida Georgia Line,Meant To Be,24669
2018-01-13,25,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,24307
2018-01-13,26,Gucci Mane Featuring Migos,I Get The Bag,24595
2018-01-13,27,Charlie Puth,How Long,24655
2018-01-13,28,Selena Gomez X Marshmello,Wolves,24674
2018-01-13,29,21 Savage,Bank Account,24540
2018-01-13,30,J Balvin & Willy William Featuring Beyonce,Mi Gente,24532
2018-01-13,31,A$AP Ferg Featuring Nicki Minaj,Plain Jane,24647
2018-01-13,32,Bruno Mars,That's What I Like,24229
2018-01-13,33,Logic Featuring Alessia Cara & Khalid,1-800-273-8255,24466
2018-01-13,34,Charlie Puth,Attention,24461
2018-01-13,35,Bruno Mars & Cardi B,Finesse,24739
2018-01-13,36,Lil Uzi Vert Featuring Nicki Minaj,The Way Life Goes,24603
2018-01-13,37,SZA,The Weekend,24573
2018-01-13,38,Miguel Featuring Travis Scott,Sky Walker,24626
2018-01-13,39,Taylor Swift Featuring Ed Sheeran & Future,End Game,24700
2018-01-13,40,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Let Me Go,24636
2018-01-13,41,Marshmello Featuring Khalid,Silence,24588
2018-01-13,42,French Montana Featuring Swae Lee,Unforgettable,24433
2018-01-13,43,P!nk,What About Us,24583
2018-01-13,44,Thomas Rhett,Marry Me,24717
2018-01-13,45,Eminem Featuring Ed Sheeran,River,24727
2018-01-13,46,Brett Young,Like I Loved You,24645
2018-01-13,47,Kodak Black Featuring XXXTENTACION,Roll In Peace,24596
