date,rank,artist,song,lyricId
1977-01-01,1,Rod Stewart,Tonight's The Night (Gonna Be Alright),9558
1977-01-01,2,"Marilyn McCoo & Billy Davis, Jr.",You Don't Have To Be A Star (To Be In My Show),9537
1977-01-01,3,The Spinners,The Rubberband Man,9533
1977-01-01,4,Leo Sayer,You Make Me Feel Like Dancing,9578
1977-01-01,5,Boston,More Than A Feeling,9542
1977-01-01,6,Elton John,Sorry Seems To Be The Hardest Word,9607
1977-01-01,7,Stevie Wonder,I Wish,9631
1977-01-01,8,Brick,Dazz,9584
1977-01-01,9,Rose Royce,Car Wash,9581
1977-01-01,10,Engelbert Humperdinck,After The Lovin',9580
1977-01-01,11,Burton Cummings,Stand Tall,9564
1977-01-01,12,The Sylvers,Hot Line,9566
1977-01-01,13,Alice Cooper,I Never Cry,9444
1977-01-01,14,Yvonne Elliman,Love Me,9560
1977-01-01,15,Electric Light Orchestra,Livin' Thing,9583
1977-01-01,16,Captain & Tennille,Muskrat Love,9549
1977-01-01,17,Barry DeVorzon And Perry Botikin Jr.,Nadia's Theme (The Young And The Restless),-1
1977-01-01,18,England Dan & John Ford Coley,Nights Are Forever Without You,9565
1977-01-01,19,Eagles,New Kid In Town,9651
1977-01-01,20,The Jacksons,Enjoy Yourself,9609
1977-01-01,21,Bread,Lost Without Your Love,9622
1977-01-01,22,Firefall,You Are The Woman,9501
1977-01-01,23,David Dundas,Jeans On,9568
1977-01-01,24,The Bar-Kays,Shake Your Rump To The Funk,9574
1977-01-01,25,"Earth, Wind & Fire",Saturday Nite,9612
1977-01-01,26,George Harrison,This Song,9614
1977-01-01,27,Aerosmith,Walk This Way,9618
1977-01-01,28,Mary Macgregor,Torn Between Two Lovers,9617
1977-01-01,29,Kenny Nolan,I Like Dreamin',9601
1977-01-01,30,Bee Gees,Love So Right,9538
1977-01-01,31,Manfred Mann's Earth Band,Blinded By The Light,9620
1977-01-01,32,Dr. Buzzard's Original Savannah Band,Whispering/Cherchez La Femme/Se Si Bon,9606
1977-01-01,33,L.T.D.,Love Ballad,9557
1977-01-01,34,Barry Manilow,Weekend In New England,9626
1977-01-01,35,Styx,Mademoiselle,9608
