date,rank,artist,song,lyricId
1992-01-04,1,Michael Jackson,Black Or White,15630
1992-01-04,2,Boyz II Men,It's So Hard To Say Goodbye To Yesterday,15561
1992-01-04,3,Color Me Badd,All 4 Love,15615
1992-01-04,4,Mariah Carey,Can't Let Go,15622
1992-01-04,5,P.M. Dawn,Set Adrift On Memory Bliss,15587
1992-01-04,6,CeCe Peniston,Finally,15573
1992-01-04,7,Michael Bolton,When A Man Loves A Woman,15579
1992-01-04,8,M.C. Hammer,2 Legit 2 Quit,15617
1992-01-04,9,Paula Abdul,Blowing Kisses In The Wind,15586
1992-01-04,10,Marky Mark & The Funky Bunch,Wildside,15616
1992-01-04,11,M.C. Hammer,Addams Groove,15649
1992-01-04,12,George Michael/Elton John,Don't Let The Sun Go Down On Me,15648
1992-01-04,13,Nirvana,Smells Like Teen Spirit,15646
1992-01-04,14,Genesis,No Son Of Mine,15608
1992-01-04,15,Richard Marx,Keep Coming Back,15607
1992-01-04,16,Amy Grant,That's What Love Is For,15566
1992-01-04,17,Shanice,I Love Your Smile,15634
1992-01-04,18,Naughty By Nature,O.P.P.,15544
1992-01-04,19,Prince And The N.P.G.,Diamonds And Pearls,15651
1992-01-04,20,Guns N' Roses,Don't Cry,15560
1992-01-04,21,U2,Mysterious Ways,15631
1992-01-04,22,Gloria Estefan,Live For Loving You,15583
1992-01-04,23,Rod Stewart,Broken Arrow,15591
1992-01-04,24,Bryan Adams,Can't Stop This Thing We Started,15550
1992-01-04,25,Salt-N-Pepa,Let's Talk About Sex,15537
1992-01-04,26,Prince And The N.P.G.,Cream,15565
1992-01-04,27,Karyn White,The Way I Feel About You,15641
1992-01-04,28,Tevin Campbell,Tell Me What You Want Me To Do,15620
1992-01-04,29,Jodeci,Forever My Lady,15596
1992-01-04,30,Lisa Stansfield,Change,15612
1992-01-04,31,Roberta Flack With Maxi Priest,Set The Night To Music,15559
1992-01-04,32,Roxette,Spending My Time,15598
1992-01-04,33,Stacy Earl,Love Me All Up,15628
1992-01-04,34,Angelica,Angel Baby,15589
1992-01-04,35,Geto Boys,Mind Playing Tricks On Me,15575
1992-01-04,36,Keith Sweat,Keep It Comin',15638
1992-01-04,37,Cher,Save Up All Your Tears,15593
1992-01-04,38,Mariah Carey,Emotions,15539
1992-01-04,39,The Storm,I've Got A Lot To Learn About Love,15603
1992-01-04,40,Motley Crue,Home Sweet Home,13387
1992-01-04,41,Heavy D & The Boyz,Is It Good To You,15632
1992-01-04,42,Tracie Spencer,Tender Kisses,15590
1992-01-04,43,Nia Peeples,Street Of Dreams,15580
1992-01-04,44,Metallica,Enter Sandman,15532
1992-01-04,45,The Party,In My Dreams,15627
1992-01-04,46,Metallica,The Unforgiven,15647
1992-01-04,47,Kym Sims,Too Blind To See It,15624
