date,rank,artist,song,lyricId
1985-01-05,1,Madonna,Like A Virgin,13008
1985-01-05,2,Duran Duran,The Wild Boys,12993
1985-01-05,3,The Honeydrippers,Sea Of Love,12964
1985-01-05,4,New Edition,Cool It Now,12941
1985-01-05,5,Pat Benatar,We Belong,12982
1985-01-05,6,Jack Wagner,All I Need,12979
1985-01-05,7,Daryl Hall John Oates,Out Of Touch,12944
1985-01-05,8,Bryan Adams,Run To You,12994
1985-01-05,9,Chicago,You're The Inspiration,13009
1985-01-05,10,Julian Lennon,Valotte,12974
1985-01-05,11,Bruce Springsteen,Born In The USA,12998
1985-01-05,12,Chaka Khan,I Feel For You,12926
1985-01-05,13,Jermaine Jackson,Do What You Do,12985
1985-01-05,14,Foreigner,I Want To Know What Love Is,13029
1985-01-05,15,Paul McCartney,No More Lonely Nights,12963
1985-01-05,16,Philip Bailey With Phil Collins,Easy Lover,-1
1985-01-05,17,Bob Seger,Understanding,12999
1985-01-05,18,Ray Parker Jr.,Jamie,13010
1985-01-05,19,Don Henley,The Boys Of Summer,13000
1985-01-05,20,Band-Aid,Do They Know It's Christmas?,13049
1985-01-05,21,Cyndi Lauper,All Through The Night,12955
1985-01-05,22,Survivor,I Can't Hold Back,12936
1985-01-05,23,Wham! Featuring George Michael,Careless Whisper,13045
1985-01-05,24,Rebbie Jackson,Centipede,12961
1985-01-05,25,Prince And The Revolution,I Would Die 4 U,13035
1985-01-05,26,Billy Ocean,Lover Boy,13022
1985-01-05,27,Wham!,Wake Me Up Before You Go-Go,12928
1985-01-05,28,The Cars,Hello Again,12983
1985-01-05,29,Rick Springfield,Bruce,13011
1985-01-05,30,Lionel Richie,Penny Lover,12956
1985-01-05,31,Stevie Wonder,Love Light In Flight,13023
1985-01-05,32,The Pointer Sisters,Neutron Dance,13016
1985-01-05,33,John Cafferty & The Beaver Brown Band,Tender Years,12671
1985-01-05,34,Sheila E.,The Belle Of St. Mark,12992
1985-01-05,35,Daryl Hall John Oates,Method Of Modern Love,13036
1985-01-05,36,Ashford & Simpson,Solid,13006
1985-01-05,37,Steve Perry,Foolish Heart,13018
1985-01-05,38,Giuffria,Call To The Heart,13002
1985-01-05,39,The Time,Jungle Love,12991
1985-01-05,40,Kool & The Gang,Misled,13017
1985-01-05,41,Elton John,In Neon,13024
1985-01-05,42,Sheena Easton,Strut,12917
1985-01-05,43,Midnight Star,Operator,13027
1985-01-05,44,U2,(Pride) In The Name Of Love,12990
1985-01-05,45,Culture Club,Mistake No. 3,13037
1985-01-05,46,General Public,Tenderness,13015
1985-01-05,47,Cyndi Lauper,Money Changes Everything,13046
1985-01-05,48,Glenn Frey,The Heat Is On,13030
1985-01-05,49,Sheena Easton,Sugar Walls,13047
1985-01-05,50,John Fogerty,The Old Man Down The Road,13048
1985-01-05,51,Toto,Stranger In Town,12987
1985-01-05,52,Dan Hartman,We Are The Young,12959
1985-01-05,53,David Bowie,Tonight,13025
1985-01-05,54,Diana Ross,Missing You,13026
1985-01-05,55,Barbra Streisand With Kim Carnes,"Make No Mistake, He's Mine",-1
1985-01-05,56,Huey Lewis & The News,Walking On A Thin Line,12972
1985-01-05,57,New Edition,Mr. Telephone Man,13050
1985-01-05,58,Tina Turner,Better Be Good To Me,12934
1985-01-05,59,Teena Marie,Lover Girl,13039
1985-01-05,60,George Benson,20/20,13040
1985-01-05,61,Laura Branigan,Ti Amo,12997
1985-01-05,62,John Hunter,Tragedy,13034
1985-01-05,63,Frankie Goes To Hollywood,Two Tribes,12976
1985-01-05,64,The Kinks,Do It Again,13053
1985-01-05,65,The Temptations,Treat Her Like A Lady,13044
1985-01-05,66,John Parr,Naughty Naughty,13041
1985-01-05,67,Corey Hart,It Ain't Enough,12945
1985-01-05,68,Alphaville,Big In Japan,13021
1985-01-05,69,Tommy Shaw,Lonely School,13043
1985-01-05,70,Stevie Wonder,I Just Called To Say I Love You,12906
1985-01-05,71,Billy Ocean,Caribbean Queen (No More Love On The Run),12900
1985-01-05,72,Prince And The Revolution,Purple Rain,12954
1985-01-05,73,Bronski Beat,Small Town Boy,13052
1985-01-05,74,Autograph,Turn Up The Radio,13054
1985-01-05,75,Billy Squier,Eye On You,13033
1985-01-05,76,Deep Purple,Knocking At Your Back Door,13056
1985-01-05,77,Rod Stewart,All Right Now,13042
1985-01-05,78,REO Speedwagon,I Do'wanna Know,12984
1985-01-05,79,Jeffrey Osborne,Don't Stop,12970
1985-01-05,80,The Honeydrippers,Rockin' At Midnight,13057
1985-01-05,81,Kenny Rogers & Dolly Parton,The Greatest Gift Of All,13051
1985-01-05,82,Dennis DeYoung,Desert Moon,12925
1985-01-05,83,Chicago,Hard Habit To Break,12890
1985-01-05,84,Roger Hodgson,Had A Dream (Sleeping With The Enemy),12968
1985-01-05,85,Nolan Thomas,Yo Little Brother,13058
1985-01-05,86,Lorenzo Lamas,Fools Like Me,13055
1985-01-05,87,Rick Springfield With Randy Crawford,Taxi Dancing,13012
1985-01-05,88,Billy Idol,Catch My Fall,12996
1985-01-05,89,John Waite,Tears,12973
1985-01-05,90,Rick Dees,Eat My Shorts,13038
1985-01-05,91,Kenny Rogers With Kim Carnes & James Ingram,What About Me?,-1
1985-01-05,92,Shalamar,Amnesia,13014
1985-01-05,93,Dazz Band,Let It All Blow,13028
1985-01-05,94,Sammy Hagar,I Can't Drive 55,12948
1985-01-05,95,Whodini,Friends/Five Minutes Of Funk,13059
1985-01-05,96,The Pointer Sisters,I'm So Excited,12109
1985-01-05,97,David Bowie,Blue Jean,12933
1985-01-05,98,Billy Satellite,I Wanna Go Back,13031
1985-01-05,99,Scandal Featuring Patty Smyth,Hands Tied,12975
1985-01-05,100,Peter Wolf,I Need You Tonight,12965
1985-01-12,1,Madonna,Like A Virgin,13008
1985-01-12,2,Jack Wagner,All I Need,12979
1985-01-12,3,Duran Duran,The Wild Boys,12993
1985-01-12,4,The Honeydrippers,Sea Of Love,12964
1985-01-12,5,Pat Benatar,We Belong,12982
1985-01-12,6,Chicago,You're The Inspiration,13009
1985-01-12,7,Bryan Adams,Run To You,12994
1985-01-12,8,New Edition,Cool It Now,12941
1985-01-12,9,Julian Lennon,Valotte,12974
1985-01-12,10,Bruce Springsteen,Born In The USA,12998
1985-01-12,11,Foreigner,I Want To Know What Love Is,13029
1985-01-12,12,Daryl Hall John Oates,Out Of Touch,12944
1985-01-12,13,Philip Bailey With Phil Collins,Easy Lover,-1
1985-01-12,14,Jermaine Jackson,Do What You Do,12985
1985-01-12,15,Band-Aid,Do They Know It's Christmas?,13049
1985-01-12,16,Don Henley,The Boys Of Summer,13000
1985-01-12,17,Bob Seger,Understanding,12999
1985-01-12,18,Ray Parker Jr.,Jamie,13010
1985-01-12,19,Prince And The Revolution,I Would Die 4 U,13035
1985-01-12,20,Wham! Featuring George Michael,Careless Whisper,13045
1985-01-12,21,Chaka Khan,I Feel For You,12926
1985-01-12,22,Billy Ocean,Lover Boy,13022
1985-01-12,23,Paul McCartney,No More Lonely Nights,12963
1985-01-12,24,The Pointer Sisters,Neutron Dance,13016
1985-01-12,25,Stevie Wonder,Love Light In Flight,13023
1985-01-12,26,Daryl Hall John Oates,Method Of Modern Love,13036
1985-01-12,27,Rick Springfield,Bruce,13011
1985-01-12,28,Survivor,I Can't Hold Back,12936
1985-01-12,29,Steve Perry,Foolish Heart,13018
1985-01-12,30,Giuffria,Call To The Heart,13002
1985-01-12,31,John Cafferty & The Beaver Brown Band,Tender Years,12671
1985-01-12,32,Ashford & Simpson,Solid,13006
1985-01-12,33,Cyndi Lauper,All Through The Night,12955
1985-01-12,34,The Time,Jungle Love,12991
1985-01-12,35,The Cars,Hello Again,12983
1985-01-12,36,Midnight Star,Operator,13027
1985-01-12,37,Kool & The Gang,Misled,13017
1985-01-12,38,Elton John,In Neon,13024
1985-01-12,39,Cyndi Lauper,Money Changes Everything,13046
1985-01-12,40,Culture Club,Mistake No. 3,13037
1985-01-12,41,Wham!,Wake Me Up Before You Go-Go,12928
1985-01-12,42,General Public,Tenderness,13015
1985-01-12,43,Glenn Frey,The Heat Is On,13030
1985-01-12,44,Sheena Easton,Sugar Walls,13047
1985-01-12,45,John Fogerty,The Old Man Down The Road,13048
1985-01-12,46,Rebbie Jackson,Centipede,12961
1985-01-12,47,New Edition,Mr. Telephone Man,13050
1985-01-12,48,Sheila E.,The Belle Of St. Mark,12992
1985-01-12,49,Lionel Richie,Penny Lover,12956
1985-01-12,50,George Benson,20/20,13040
1985-01-12,51,Diana Ross,Missing You,13026
1985-01-12,52,Sheena Easton,Strut,12917
1985-01-12,53,Barbra Streisand With Kim Carnes,"Make No Mistake, He's Mine",-1
1985-01-12,54,U2,(Pride) In The Name Of Love,12990
1985-01-12,55,The Kinks,Do It Again,13053
1985-01-12,56,Teena Marie,Lover Girl,13039
1985-01-12,57,John Hunter,Tragedy,13034
1985-01-12,58,Toto,Stranger In Town,12987
1985-01-12,59,John Parr,Naughty Naughty,13041
1985-01-12,60,The Temptations,Treat Her Like A Lady,13044
1985-01-12,61,Tommy Shaw,Lonely School,13043
1985-01-12,62,Huey Lewis & The News,Walking On A Thin Line,12972
1985-01-12,63,Autograph,Turn Up The Radio,13054
1985-01-12,64,Deep Purple,Knocking At Your Back Door,13056
1985-01-12,65,Tina Turner,Better Be Good To Me,12934
1985-01-12,66,Alphaville,Big In Japan,13021
1985-01-12,67,Bronski Beat,Small Town Boy,13052
1985-01-12,68,The Honeydrippers,Rockin' At Midnight,13057
1985-01-12,69,Dan Hartman,We Are The Young,12959
1985-01-12,70,David Bowie,Tonight,13025
1985-01-12,71,Billy Squier,Eye On You,13033
1985-01-12,72,Rod Stewart,All Right Now,13042
1985-01-12,73,Frankie Goes To Hollywood,Two Tribes,12976
1985-01-12,74,Laura Branigan,Ti Amo,12997
1985-01-12,75,Stevie Wonder,I Just Called To Say I Love You,12906
1985-01-12,76,Billy Ocean,Caribbean Queen (No More Love On The Run),12900
1985-01-12,77,Corey Hart,It Ain't Enough,12945
1985-01-12,78,Prince And The Revolution,Purple Rain,12954
1985-01-12,79,REO Speedwagon,I Do'wanna Know,12984
1985-01-12,80,Jeffrey Osborne,Don't Stop,12970
1985-01-12,81,Kenny Rogers & Dolly Parton,The Greatest Gift Of All,13051
1985-01-12,82,Nolan Thomas,Yo Little Brother,13058
1985-01-12,83,Dennis DeYoung,Desert Moon,12925
1985-01-12,84,Chicago,Hard Habit To Break,12890
1985-01-12,85,Lorenzo Lamas,Fools Like Me,13055
1985-01-12,86,Roger Hodgson,Had A Dream (Sleeping With The Enemy),12968
1985-01-12,87,Whodini,Friends/Five Minutes Of Funk,13059
1985-01-12,88,Billy Idol,Catch My Fall,12996
1985-01-12,89,John Waite,Tears,12973
1985-01-12,90,Eugene Wilde,Gotta Get You Home Tonight,13060
1985-01-12,91,Kenny Rogers With Kim Carnes & James Ingram,What About Me?,-1
1985-01-12,92,Rick Springfield With Randy Crawford,Taxi Dancing,13012
1985-01-12,93,Rick Dees,Eat My Shorts,13038
1985-01-12,94,Sammy Hagar,I Can't Drive 55,12948
1985-01-12,95,Paul Hardcastle,Rain Forest,-1
1985-01-12,96,Shalamar,Amnesia,13014
1985-01-12,97,David Bowie,Blue Jean,12933
1985-01-12,98,The Pointer Sisters,I'm So Excited,12109
1985-01-12,99,Dazz Band,Let It All Blow,13028
1985-01-12,100,Scandal Featuring Patty Smyth,Hands Tied,12975
1985-01-19,1,Madonna,Like A Virgin,13008
1985-01-19,2,Jack Wagner,All I Need,12979
1985-01-19,3,Chicago,You're The Inspiration,13009
1985-01-19,4,Foreigner,I Want To Know What Love Is,13029
