date,rank,artist,song,lyricId
2014-01-04,1,Eminem Featuring Rihanna,The Monster,23086
2014-01-04,2,Pitbull Featuring Ke$ha,Timber,23057
2014-01-04,3,OneRepublic,Counting Stars,22923
2014-01-04,4,A Great Big World & Christina Aguilera,Say Something,23091
2014-01-04,5,Lorde,Royals,22946
2014-01-04,6,Imagine Dragons,Demons,22781
2014-01-04,7,Passenger,Let Her Go,22980
2014-01-04,8,Avicii,Wake Me Up!,22937
2014-01-04,9,Miley Cyrus,Wrecking Ball,22993
2014-01-04,10,One Direction,Story Of My Life,23087
2014-01-04,11,Katy Perry,Roar,22985
2014-01-04,12,Beyonce Featuring Jay Z,Drunk In Love,23137
2014-01-04,13,Drake Featuring Majid Jordan,"Hold On, We're Going Home",22982
2014-01-04,14,Katy Perry Featuring Juicy J,Dark Horse,23023
2014-01-04,15,Ellie Goulding,Burn,22970
2014-01-04,16,Lady Gaga Featuring R. Kelly,Do What U Want,23078
2014-01-04,17,The Neighbourhood,Sweater Weather,22912
2014-01-04,18,Lorde,Team,23046
2014-01-04,19,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,White Walls,23035
2014-01-04,20,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",23,23013
2014-01-04,21,Bastille,Pompeii,22990
2014-01-04,22,Zedd Featuring Hayley Williams,Stay The Night,23012
2014-01-04,23,Katy Perry,Unconditionally,23080
2014-01-04,24,YG Featuring Jeezy & Rich Homie Quan,My Hitta,23049
2014-01-04,25,Lady Gaga,Applause,22986
2014-01-04,26,Mariah Carey,All I Want For Christmas Is You,18161
2014-01-04,27,Robin Thicke Featuring T.I. + Pharrell,Blurred Lines,22870
2014-01-04,28,Jay Z Featuring Justin Timberlake,Holy Grail,22949
2014-01-04,29,Kid Ink Featuring Chris Brown,Show Me,23029
2014-01-04,30,Florida Georgia Line,Stay,23070
2014-01-04,31,Imagine Dragons,Radioactive,22632
2014-01-04,32,Chris Brown Featuring Nicki Minaj,Love More,22971
2014-01-04,33,Sage The Gemini Featuring IamSu!,Gas Pedal,22972
2014-01-04,34,Luke Bryan,Drink A Beer,23095
2014-01-04,35,Sara Bareilles,Brave,22873
2014-01-04,36,Sevyn Streeter Featuring Chris Brown,It Won't Stop,23053
2014-01-04,37,Drake Featuring 2 Chainz & Big Sean,All Me,23036
2014-01-04,38,Eminem,Rap God,23066
2014-01-04,39,AWOLNATION,Sail,22249
2014-01-04,40,David Nail,Whatever She's Got,23054
2014-01-04,41,Jason Derulo,Marry Me,23051
2014-01-04,42,Capital Cities,Safe And Sound,22879
2014-01-04,43,Eli Young Band,Drunk Last Night,22936
2014-01-04,44,American Authors,Best Day Of My Life,23101
2014-01-04,45,Nat King Cole,The Christmas Song (Merry Christmas To You),546
2014-01-04,46,Cassadee Pope,Wasting All These Tears,22909
2014-01-04,47,Parmalee,Carolina,23033
2014-01-04,48,John Mayer Featuring Katy Perry,Who You Love,23122
2014-01-04,49,Zendaya,Replay,22994
2014-01-04,50,Brenda Lee,Rockin' Around The Christmas Tree,534
2014-01-04,51,Tessanne Chin,I Have Nothing,23138
2014-01-04,52,Zac Brown Band,Sweet Annie,23073
2014-01-04,53,Cole Swindell,Chillin' It,23076
2014-01-04,54,Idina Menzel,Let It Go,23115
2014-01-04,55,John Legend,All Of Me,23009
2014-01-04,56,Luke Bryan,That's My Kind Of Night,22987
2014-01-04,57,Jason Aldean,When She Says Baby,23116
2014-01-04,58,Brantley Gilbert,Bottoms Up,23139
2014-01-04,59,Martin Garrix,Animals,23031
2014-01-04,60,B.o.B Featuring 2 Chainz,HeadBand,22897
2014-01-04,61,Demi Lovato,Let It Go,23112
2014-01-04,62,The Band Perry,Don't Let Me Be Lonely,23075
2014-01-04,63,Avicii,Hey Brother,23121
2014-01-04,64,Pentatonix,Little Drummer Boy,23119
2014-01-04,65,Eric Paslay,Friday Night,23072
2014-01-04,66,Beyonce,XO,23140
2014-01-04,67,Jon Pardi,Up All Night,23102
2014-01-04,68,Drake,The Language,23037
2014-01-04,69,Selena Gomez,Slow Down,22910
2014-01-04,70,John Newman,Love Me Again,23107
2014-01-04,71,Darius Rucker,Radio,23074
2014-01-04,72,August Alsina Featuring Trinidad James,I Luv This Sh*t,-1
2014-01-04,73,Keith Urban And Miranda Lambert,We Were Us,23016
2014-01-04,74,Justin Timberlake,TKO,23025
2014-01-04,75,Lady Antebellum,Compass,23096
2014-01-04,76,Tessanne Chin & Adam Levine,Let It Be,-1
2014-01-04,77,Eminem,Berzerk,23000
2014-01-04,78,Kelly Clarkson,Underneath The Tree,23125
2014-01-04,79,T-Pain Featuring B.o.B,Up Down (Do This All Day),23109
2014-01-04,80,Joe Nichols,Sunny And 75,23005
2014-01-04,81,Fall Out Boy,Alone Together,23118
2014-01-04,82,One Direction,Best Song Ever,22968
2014-01-04,83,Arctic Monkeys,Do I Wanna Know?,23128
2014-01-04,84,Frankie Ballard,Helluva Life,23124
2014-01-04,85,Justin Bieber,All That Matters,23067
