date,rank,artist,song,lyricId
1980-01-05,1,KC And The Sunshine Band,Please Don't Go,10837
1980-01-05,2,Rupert Holmes,Escape (The Pina Colada Song),10910
1980-01-05,3,Michael Jackson,Rock With You,10924
1980-01-05,4,Stevie Wonder,Send One Your Love,10922
1980-01-05,5,Captain & Tennille,Do That To Me One More Time,10911
1980-01-05,6,Styx,Babe,10883
1980-01-05,7,Commodores,Still,10873
1980-01-05,8,Kenny Rogers,Coward Of The County,10941
1980-01-05,9,Kool & The Gang,Ladies Night,10889
1980-01-05,10,Cliff Richard,We Don't Talk Anymore,10907
1980-01-05,11,Little River Band,Cool Change,10905
1980-01-05,12,Smokey Robinson,Cruisin',10886
1980-01-05,13,Eagles,The Long Run,10960
1980-01-05,14,Foreigner,Head Games,10934
1980-01-05,15,Dr. Hook,Better Love Next Time,10894
1980-01-05,16,Jefferson Starship,Jane,10923
1980-01-05,17,Prince,I Wanna Be Your Lover,10950
1980-01-05,18,Kenny Loggins,This Is It,10909
1980-01-05,19,Pablo Cruise,I Want You Tonight,10897
1980-01-05,20,J.D. Souther,You're Only Lonely,10857
1980-01-05,21,Barbra Streisand/Donna Summer,No More Tears (Enough Is Enough),10904
1980-01-05,22,Tom Petty And The Heartbreakers,Don't Do Me Like That,10942
1980-01-05,23,Daryl Hall John Oates,Wait For Me,10921
1980-01-05,24,Isaac Hayes,Don't Let Go,10917
1980-01-05,25,Fleetwood Mac,Sara,10972
1980-01-05,26,Supertramp,Take The Long Way Home,10895
1980-01-05,27,The Alan Parsons Project,Damned If I Do,10878
1980-01-05,28,Foghat,Third Time Lucky (First Time I Was A Fool),10943
1980-01-05,29,Dionne Warwick,Deja Vu,10936
1980-01-05,30,ABBA,Chiquitita,10935
1980-01-05,31,Teri DeSario With K.C.,"Yes, I'm Ready",-1
1980-01-05,32,M,Pop Muzik,10815
1980-01-05,33,Crystal Gayle,Half The Way,10876
1980-01-05,34,Eagles,Heartache Tonight,10881
1980-01-05,35,Steve Forbert,Romeo's Tune,10957
1980-01-05,36,Herb Alpert,Rotation,-1
1980-01-05,37,Sugarhill Gang,Rapper's Delight,10937
1980-01-05,38,Blackfoot,"Train, Train",10912
1980-01-05,39,Rita Coolidge,I'd Rather Leave While I'm In Love,10944
1980-01-05,40,The O'Jays,Forever Mine,10948
1980-01-05,41,Tom Johnston,Savannah Nights,10945
1980-01-05,42,Led Zeppelin,Fool In The Rain,10981
1980-01-05,43,Queen,Crazy Little Thing Called Love,10980
1980-01-05,44,Cheap Trick,Voices,10962
1980-01-05,45,Styx,Why Me,10973
1980-01-05,46,Santana,You Know That I Love You,10953
1980-01-05,47,Suzi Quatro,She's In Love With You,10949
1980-01-05,48,Rufus And Chaka Khan,Do You Love What You Feel,10954
1980-01-05,49,Mistress,Mistrusted Love,10939
1980-01-05,50,Robert John,Lonely Eyes,10961
1980-01-05,51,John Stewart,Lost Her In The Sun,10964
1980-01-05,52,Joyce Cobb,Dig The Gold,10956
1980-01-05,53,Electric Light Orchestra,Last Train To London,10965
1980-01-05,54,Neil Diamond,September Morn',10982
1980-01-05,55,The Flying Lizards,Money,10959
1980-01-05,56,Anne Murray,Daydream Believer,10983
1980-01-05,57,Bar-Kays,Move Your Boogie Body,10963
1980-01-05,58,Commodores,Wonderland,10974
1980-01-05,59,The Dirt Band,An American Dream,10968
1980-01-05,60,The Inmates,Dirty Water,10967
1980-01-05,61,Dann Rogers,Looks Like Love Again,10975
1980-01-05,62,The Spinners,"Working My Way Back To You/Forgive Me, Girl",10976
1980-01-05,63,Pleasure,Glide,10966
1980-01-05,64,Barry Manilow,Ships,10893
1980-01-05,65,Pat Benatar,Heartbreaker,10984
1980-01-05,66,Barry Manilow,When I Wanted You,10978
1980-01-05,67,Dan Fogelberg,Longer,10977
1980-01-05,68,Peter Brown,Stargazer,10979
1980-01-05,69,John Cougar,I Need A Lover,10896
1980-01-05,70,Leif Garrett,Memorize Your Number,-1
1980-01-05,71,"Earth, Wind & Fire",Star,10985
1980-01-05,72,Robert Palmer,Can We Still Be Friends,10986
1980-01-05,73,Toto,99,10988
1980-01-05,74,Shalamar,The Second Time Around,10970
1980-01-05,75,Bonnie Raitt,You're Gonna Get What's Coming,10969
1980-01-05,76,Rod Stewart,I Don't Want To Talk About It,10987
1980-01-05,77,Bonnie Pointer,"I Can't Help Myself (Sugar Pie, Honey Bunch)",10989
1980-01-05,78,Dollar,Shooting Star,10991
1980-01-05,79,Jennifer Warnes,Don't Make Me Over,10990
1980-01-05,80,Jimmy Buffett,Volcano,10992
1980-01-05,81,Gamma,I'm Alive,10995
1980-01-05,82,Anne Murray,Broken Hearted Me,10866
1980-01-05,83,Molly Hatchet,Flirtin' With Disaster,10996
1980-01-05,84,The Buggles,Video Killed The Radio Star,10938
1980-01-05,85,Bobby Vinton,Make Believe It's Your First Time,10997
1980-01-05,86,Mike Pinera,Goodnight My Love,10998
1980-01-05,87,Richie Furay,I Still Have Dreams,10920
1980-01-05,88,Yvonne Elliman,Love Pains,10903
1980-01-05,89,Switch,I Call Your Name,10933
1980-01-05,90,Cugini,Let Me Sleep Alone,10993
1980-01-05,91,Billy Preston & Syreeta,With You I'm Born Again,10971
1980-01-05,92,Lobo,Holdin' On For Dear Love,10994
1980-01-05,93,Tavares,Bad Times,10999
1980-01-05,94,Rainbow,Since You Been Gone,10946
1980-01-05,95,Kermit (Jim Henson),Rainbow Connection,-1
1980-01-05,96,Herb Alpert,Rise,-1
